,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,start,end,event,two_year_recid
767,Male,43,25 - 45,African-American,0,6,0,0,9,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,2,0,2,1,Yes
768,Male,26,25 - 45,Caucasian,0,4,0,0,11,33.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,928,0,No
769,Male,25,25 - 45,African-American,0,9,1,0,11,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,8,6,142,1,Yes
770,Male,53,Greater than 45,Caucasian,0,6,0,0,1,246.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,2,0,488,1,Yes
771,Female,27,25 - 45,Hispanic,0,3,0,0,0,1.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,3,0,777,1,No
772,Female,52,Greater than 45,African-American,0,1,0,0,1,28.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1136,0,No
773,Male,47,Greater than 45,African-American,0,4,0,0,5,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,759,0,No
774,Male,50,Greater than 45,Caucasian,0,1,0,0,1,147.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1148,0,No
775,Female,52,Greater than 45,Caucasian,0,7,0,0,6,1832.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,33,1044,0,No
776,Female,41,25 - 45,Caucasian,0,1,0,0,0,3.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1185,0,No
777,Male,37,25 - 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,788,0,No
778,Female,24,Less than 25,African-American,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,952,0,No
779,Female,34,25 - 45,African-American,0,9,0,0,14,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,8,3,310,0,No
780,Male,31,25 - 45,Caucasian,0,5,0,0,3,37.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,161,0,No
781,Female,62,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,911,0,No
782,Female,60,Greater than 45,Caucasian,0,7,0,0,0,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,13,1108,0,No
783,Male,35,25 - 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,760,0,No
784,Female,24,Less than 25,African-American,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,907,0,No
785,Female,56,Greater than 45,Caucasian,0,2,0,0,1,60.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,226,1,Yes
786,Male,30,25 - 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1071,0,No
787,Male,41,25 - 45,Caucasian,0,9,0,0,17,186.0,M,1,1,Risk of Recidivism,High,Risk of Violence,6,0,171,0,Yes
788,Female,28,25 - 45,Caucasian,0,4,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,835,0,No
789,Male,23,Less than 25,African-American,0,10,1,0,1,672.0,M,0,0,Risk of Recidivism,High,Risk of Violence,8,0,689,0,No
790,Male,56,Greater than 45,African-American,0,1,0,0,0,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,912,0,No
791,Male,37,25 - 45,Hispanic,0,2,1,0,4,169.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,2,0,913,1,No
792,Male,23,Less than 25,Caucasian,0,2,1,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,734,0,No
793,Female,21,Less than 25,African-American,1,7,2,2,3,285.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,8,0,539,0,No
794,Female,35,25 - 45,African-American,0,5,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,13,938,0,No
795,Male,33,25 - 45,Caucasian,0,3,0,0,3,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1098,0,No
796,Male,21,Less than 25,Hispanic,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,3,843,0,No
797,Male,41,25 - 45,African-American,2,9,1,0,9,1.0,M,1,0,Risk of Recidivism,High,Risk of Violence,5,0,894,1,No
798,Male,24,Less than 25,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,3,900,0,No
799,Male,25,25 - 45,Native American,0,9,0,0,7,0.0,F,1,1,Risk of Recidivism,High,Risk of Violence,6,1,764,0,No
800,Male,49,Greater than 45,African-American,0,2,0,0,3,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1084,0,No
801,Female,22,Less than 25,Hispanic,0,6,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,0,1073,0,No
802,Female,27,25 - 45,African-American,0,9,0,0,3,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,6,2,452,1,Yes
803,Male,32,25 - 45,African-American,0,7,0,0,4,609.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,6,0,302,1,Yes
804,Male,50,Greater than 45,African-American,0,5,0,0,4,3.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,827,0,No
805,Female,23,Less than 25,African-American,0,3,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,794,0,No
806,Male,34,25 - 45,Caucasian,0,4,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,817,0,No
807,Male,35,25 - 45,African-American,0,4,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1038,0,No
808,Male,25,25 - 45,Other,0,4,0,0,1,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,6,57,152,1,Yes
809,Male,30,25 - 45,Hispanic,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,880,0,No
810,Male,42,25 - 45,Native American,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,2,1146,0,No
811,Male,24,Less than 25,Other,0,6,0,0,5,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,912,0,No
812,Male,52,Greater than 45,African-American,0,1,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,411,0,No
813,Female,26,25 - 45,Caucasian,0,3,0,0,3,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,809,0,No
814,Male,38,25 - 45,Hispanic,0,1,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1097,0,No
815,Male,47,Greater than 45,Caucasian,0,1,0,0,2,100.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1092,0,No
816,Male,25,25 - 45,African-American,0,7,0,0,5,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,77,0,No
817,Female,30,25 - 45,Caucasian,0,5,0,0,0,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,1,1114,0,No
818,Male,20,Less than 25,African-American,0,10,0,0,0,1.0,M,1,1,Risk of Recidivism,High,Risk of Violence,10,3,20,1,Yes
819,Female,29,25 - 45,African-American,0,10,0,0,2,34.0,F,0,0,Risk of Recidivism,High,Risk of Violence,10,0,64,0,No
820,Male,24,Less than 25,Asian,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,1103,0,No
821,Male,31,25 - 45,Caucasian,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,77,1135,0,No
822,Female,54,Greater than 45,Caucasian,0,2,0,0,12,175.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,921,0,No
823,Female,37,25 - 45,Caucasian,0,3,0,0,1,25.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1135,0,No
824,Female,33,25 - 45,African-American,0,2,0,0,1,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1129,0,No
825,Male,20,Less than 25,African-American,0,9,0,0,1,50.0,F,0,0,Risk of Recidivism,High,Risk of Violence,8,0,736,0,No
826,Male,42,25 - 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,80,0,No
827,Male,32,25 - 45,African-American,0,6,0,0,4,0.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,7,672,750,1,Yes
828,Male,28,25 - 45,African-American,0,7,0,0,7,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,6,1,18,1,Yes
829,Male,38,25 - 45,Caucasian,0,4,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,158,1142,0,No
830,Male,38,25 - 45,African-American,0,4,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1148,0,No
831,Male,21,Less than 25,Caucasian,0,4,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,758,0,No
832,Female,34,25 - 45,African-American,0,3,0,0,0,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,2,0,803,1,No
833,Male,38,25 - 45,African-American,0,2,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,7,1134,0,No
834,Male,36,25 - 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,24,863,0,No
835,Male,32,25 - 45,Hispanic,0,2,0,0,0,6.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,819,0,No
836,Male,23,Less than 25,African-American,0,9,0,0,0,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,8,0,1045,0,No
837,Male,47,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,923,0,No
838,Male,20,Less than 25,African-American,0,3,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,886,0,No
839,Male,35,25 - 45,African-American,0,1,0,0,0,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,882,0,No
840,Female,30,25 - 45,Caucasian,0,3,0,0,1,82.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,904,0,No
841,Female,28,25 - 45,Caucasian,0,4,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,778,0,No
842,Female,45,Greater than 45,Caucasian,0,3,0,0,3,480.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,336,0,No
843,Male,22,Less than 25,African-American,0,9,0,0,0,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,9,0,1172,0,No
844,Male,20,Less than 25,Other,0,10,8,1,8,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,8,0,9,0,Yes
845,Female,42,25 - 45,African-American,0,1,0,0,0,0.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,31,1,Yes
846,Male,24,Less than 25,African-American,1,9,1,0,8,54.0,F,1,1,Risk of Recidivism,High,Risk of Violence,10,0,198,1,Yes
847,Male,40,25 - 45,Hispanic,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,781,0,No
848,Male,27,25 - 45,Other,0,4,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,5,824,0,No
849,Male,60,Greater than 45,African-American,0,3,0,0,12,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,409,0,No
850,Male,33,25 - 45,African-American,0,5,0,0,6,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,41,0,No
851,Male,24,Less than 25,Caucasian,0,8,0,0,4,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,4,0,159,0,No
852,Male,29,25 - 45,African-American,1,10,1,1,4,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,0,18,1,Yes
853,Male,32,25 - 45,Hispanic,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1121,0,No
854,Male,30,25 - 45,Caucasian,0,5,0,0,10,378.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,2,0,123,1,Yes
855,Male,32,25 - 45,African-American,0,4,0,0,1,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1171,0,No
856,Male,27,25 - 45,Other,0,1,0,0,0,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,56,0,No
857,Male,30,25 - 45,Caucasian,0,4,0,0,3,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1101,0,No
858,Male,57,Greater than 45,Caucasian,0,2,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,909,0,No
859,Male,21,Less than 25,African-American,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,738,0,No
860,Male,22,Less than 25,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,34,552,0,No
861,Female,54,Greater than 45,Caucasian,0,2,0,0,1,95.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1019,0,No
862,Male,58,Greater than 45,Caucasian,0,3,0,0,2,9.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,893,0,No
863,Male,20,Less than 25,African-American,0,10,0,0,0,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,10,208,352,1,Yes
864,Male,40,25 - 45,Other,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1181,0,No
865,Female,45,Greater than 45,Caucasian,0,2,0,0,5,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1004,0,No
866,Male,23,Less than 25,Hispanic,0,9,0,0,4,27.0,F,0,0,Risk of Recidivism,High,Risk of Violence,8,0,214,0,No
867,Female,53,Greater than 45,Caucasian,0,3,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1080,0,No
868,Male,44,25 - 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,784,0,No
869,Female,44,25 - 45,Caucasian,0,5,0,0,1,6.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,433,0,No
870,Male,28,25 - 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,968,0,No
871,Male,28,25 - 45,Caucasian,0,1,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1143,0,No
872,Male,28,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,966,0,No
873,Male,53,Greater than 45,Caucasian,0,1,0,0,4,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,129,0,No
874,Male,47,Greater than 45,Hispanic,0,5,0,0,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,183,1100,0,No
875,Male,20,Less than 25,African-American,0,3,0,0,1,24.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,736,0,No
876,Male,21,Less than 25,African-American,0,6,0,0,0,7.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,6,0,848,0,No
877,Male,60,Greater than 45,Hispanic,0,1,0,0,1,18.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1060,0,No
878,Male,30,25 - 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1056,0,No
879,Female,26,25 - 45,African-American,0,9,0,0,5,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,6,6,100,1,Yes
880,Male,21,Less than 25,Hispanic,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,1,936,0,No
881,Female,39,25 - 45,African-American,0,2,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1131,0,No
882,Male,30,25 - 45,Other,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,5,1131,0,No
883,Male,44,25 - 45,African-American,0,5,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,1,618,0,No
884,Male,45,Greater than 45,Caucasian,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,2,936,0,No
885,Male,30,25 - 45,African-American,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,684,0,No
886,Male,38,25 - 45,Asian,0,1,0,0,2,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,8,850,0,No
887,Male,37,25 - 45,African-American,0,4,0,0,1,140.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,905,0,No
888,Male,46,Greater than 45,Asian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,827,0,No
889,Male,42,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,833,0,No
890,Male,65,Greater than 45,Caucasian,0,1,0,0,2,60.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,991,0,No
891,Male,54,Greater than 45,Caucasian,0,2,0,0,4,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,2,1145,0,No
892,Male,29,25 - 45,Caucasian,0,10,0,0,7,2.0,M,1,1,Risk of Recidivism,High,Risk of Violence,7,0,50,1,Yes
893,Male,51,Greater than 45,Caucasian,0,1,0,0,7,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,14,32,1,Yes
894,Male,44,25 - 45,African-American,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1124,0,No
895,Male,49,Greater than 45,Caucasian,0,5,0,0,12,24.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,1,0,52,0,No
896,Male,27,25 - 45,African-American,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,774,0,No
897,Male,30,25 - 45,Caucasian,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,919,0,No
898,Male,22,Less than 25,African-American,0,10,3,1,6,63.0,F,1,1,Risk of Recidivism,High,Risk of Violence,10,0,148,1,Yes
899,Male,28,25 - 45,Hispanic,0,7,0,0,11,0.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,7,1,651,0,No
900,Male,45,Greater than 45,Other,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,751,0,No
901,Female,51,Greater than 45,Caucasian,0,5,0,0,5,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,33,963,0,No
902,Male,43,25 - 45,African-American,0,3,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,5,449,0,No
903,Female,63,Greater than 45,African-American,0,4,0,0,1,2902.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,858,0,No
904,Male,37,25 - 45,Caucasian,0,2,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,962,0,No
905,Male,26,25 - 45,African-American,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,953,0,No
906,Male,32,25 - 45,Other,0,3,0,0,4,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1120,0,No
907,Male,39,25 - 45,Hispanic,0,4,0,0,3,21.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1038,0,No
908,Female,58,Greater than 45,African-American,0,1,0,0,4,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,848,0,No
909,Male,33,25 - 45,Other,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1117,0,No
910,Female,22,Less than 25,Caucasian,0,3,0,1,1,22.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,883,0,No
911,Male,43,25 - 45,Caucasian,0,1,0,0,2,10.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,869,0,No
912,Male,23,Less than 25,African-American,0,7,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,6,0,1057,0,No
913,Male,25,25 - 45,Caucasian,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,766,0,No
914,Male,22,Less than 25,African-American,0,9,0,0,6,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,9,0,405,0,No
915,Male,30,25 - 45,African-American,0,4,0,0,6,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,133,1168,0,No
916,Male,25,25 - 45,African-American,0,9,3,1,15,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,7,1,147,1,Yes
917,Male,39,25 - 45,Hispanic,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,934,0,No
918,Male,59,Greater than 45,African-American,0,4,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1111,0,No
919,Male,21,Less than 25,Hispanic,0,9,0,2,1,8.0,F,0,0,Risk of Recidivism,High,Risk of Violence,8,0,938,0,No
920,Male,34,25 - 45,Caucasian,0,2,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1139,0,No
921,Male,36,25 - 45,Caucasian,0,4,0,0,6,26.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1078,0,No
922,Male,23,Less than 25,African-American,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,365,0,No
923,Male,32,25 - 45,African-American,0,8,0,0,2,0.0,M,0,0,Risk of Recidivism,High,Risk of Violence,5,109,1166,0,No
924,Female,66,Greater than 45,Caucasian,0,1,0,0,1,46.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1068,0,No
925,Male,66,Greater than 45,Other,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,757,0,No
926,Female,24,Less than 25,Caucasian,0,6,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,4,23,1047,0,No
927,Male,28,25 - 45,African-American,0,7,0,0,1,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,1,1113,0,No
928,Male,43,25 - 45,Caucasian,0,5,0,0,4,0.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,2,2,549,1,Yes
929,Male,35,25 - 45,African-American,0,2,0,0,3,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,10,825,0,No
930,Male,33,25 - 45,Caucasian,0,2,0,0,0,2.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,2,0,68,1,Yes
931,Male,22,Less than 25,African-American,0,6,0,0,1,1.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,7,3,70,1,Yes
932,Male,29,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1167,0,No
933,Female,23,Less than 25,African-American,0,4,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,5,1,776,0,No
934,Male,62,Greater than 45,African-American,0,9,0,0,15,35.0,F,0,0,Risk of Recidivism,High,Risk of Violence,9,0,911,0,No
935,Female,33,25 - 45,Caucasian,0,2,0,0,0,3.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,47,0,No
936,Male,35,25 - 45,African-American,0,4,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1156,0,No
937,Male,53,Greater than 45,Caucasian,0,1,0,0,0,0.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,1,0,843,0,No
938,Female,48,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1086,0,No
939,Female,33,25 - 45,African-American,0,2,0,0,1,10.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1152,0,No
940,Male,44,25 - 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1068,0,No
941,Male,56,Greater than 45,Other,0,1,0,0,9,147.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,771,0,No
942,Male,51,Greater than 45,Hispanic,0,1,0,0,1,18.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,762,0,No
943,Male,21,Less than 25,Hispanic,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,0,129,0,No
944,Male,26,25 - 45,Caucasian,0,5,0,0,0,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,1185,0,No
945,Male,22,Less than 25,African-American,0,9,3,0,3,0.0,F,0,0,Risk of Recidivism,High,Risk of Violence,10,0,915,0,No
946,Male,29,25 - 45,African-American,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1101,0,No
947,Male,44,25 - 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,870,0,No
948,Male,41,25 - 45,African-American,0,5,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,14,953,0,No
949,Female,28,25 - 45,African-American,0,4,0,1,4,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,875,0,No
950,Male,31,25 - 45,Caucasian,0,3,0,0,7,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,753,0,No
951,Male,20,Less than 25,African-American,0,4,0,2,0,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,7,0,117,0,No
952,Male,36,25 - 45,African-American,0,8,0,0,0,0.0,F,0,0,Risk of Recidivism,High,Risk of Violence,2,1,1129,0,No
953,Male,23,Less than 25,African-American,1,9,0,0,1,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,9,4,961,0,No
954,Female,59,Greater than 45,Caucasian,0,1,0,0,1,21.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,965,0,No
955,Male,37,25 - 45,Caucasian,0,2,0,0,0,5.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,85,1,Yes
956,Male,31,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,911,0,No
957,Female,38,25 - 45,African-American,0,10,0,0,14,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,3,4,29,0,Yes
958,Male,27,25 - 45,African-American,0,8,0,0,3,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,6,0,50,1,Yes
959,Female,42,25 - 45,African-American,0,2,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,857,0,No
960,Male,22,Less than 25,African-American,0,8,0,0,3,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,5,25,66,1,Yes
961,Male,21,Less than 25,Other,0,6,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,8,1,1127,0,No
962,Male,57,Greater than 45,Caucasian,0,7,0,0,15,32.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,920,0,No
963,Male,52,Greater than 45,Caucasian,0,1,0,0,2,41.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1058,0,No
964,Male,29,25 - 45,Caucasian,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1044,0,No
965,Female,37,25 - 45,African-American,0,4,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,5,1163,0,No
